Question,Answer
What is covered in 2 Semester Syllabus (Semester Semester)?,"analysis: binary search, quick sort, merge sort, insertion sort."
What is covered in 2 Semester Syllabus (Semester Semester)?,"Algorithmic Strategies: Divide and Conquer (quick sort and Tower of Hanoi),Backtracking(n-queens"
What is covered in 2 Semester Syllabus (Semester Semester)?,"problem), greedy (job scheduling), dynamic programming, branch and bound."
What is covered in 2 Semester Syllabus (Semester Semester)?,Text Books
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. Y. Langsam, M. Augenstin and A. Tannenbaum, “Data Structures using C”, Pearson Education Asia,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"First Edition, 2002, ISBN 978-81-317-0229-1."
What is covered in 2 Semester Syllabus (Semester Semester)?,Reference Books
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. E.Horowitz,S.Sahni,S.Anderson-freed,“FundamentalsofDataStructuresinC”,SecondEdition,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"University Press, ISBN 978-81-7371-605-8"
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. c, Prentice Hall of India, Second Edition, ISBN81-203-0596-5"
What is covered in 2 Semester Syllabus (Semester Semester)?,"3. Ellis Horowitz, S. Sahni, D. Mehta “Fundamentals of Data Structures in C++”, Galgotia Book"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Source, New Delhi."
What is covered in 2 Semester Syllabus (Semester Semester)?,"4. Jean-Paul Tremblay, Paul. G. Soresan, “An introduction to data structures with Applications”, Tata"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Mc- Graw Hill International Editions, 2nd edition 1984,ISBN-0-07-462471-7.Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Object Oriented Programming Subject Code: A000273(022)
What is covered in 2 Semester Syllabus (Semester Semester)?,Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)?,No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)?,ESE Duration: Three Hours Maximum Marks in ESE:100 Minimum Marks in ESE:35
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – I INTRODUCTION 06 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)?,"Object oriented programming, Introduction, Application, characteristics, difference between object oriented"
What is covered in 2 Semester Syllabus (Semester Semester)?,"and procedure programming, Comparison of C and C++, Cout, Cin, Data Type, identifiers"
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – II OBJECT AND CLASSES 08 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)?,"Implementation of class and object in C++, access modifiers, object as data type, constructor, destructor,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Object as function arguments, default copy constructor, parameterized constructor, returning object from"
What is covered in 2 Semester Syllabus (Semester Semester)?,"function,Structuresandclasses,Classesobjectsandmemory,staticclassdata,Arraysofobject,Arraysasclass"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Member Data, the standard C++ String class, Run time and Compile time polymorphism."
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – III OPERATOR OVERLOADING AND INHERITANCE 08 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)?,"Overloading unary operators, overloading binary operators, data conversion, pitfalls of operators overloading,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Concept of inheritance, Derived class and base class, access modifiers, types of inheritance, Derived class"
What is covered in 2 Semester Syllabus (Semester Semester)?,"constructors, member function, public and private inheritance."
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – IV POINTER AND VIRTUAL FUNCTION 08 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)?,"Addresses and pointers, the address-of operator & pointer and arrays, Pointer and Function pointer, Memory"
What is covered in 2 Semester Syllabus (Semester Semester)?,"management:NewandDelete,pointerstoobjects,debuggingpointers,VirtualFunction,friendfunction,Static"
What is covered in 2 Semester Syllabus (Semester Semester)?,"function, friend class, Assignment and copy initialization, this pointer, dynamic type information."
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – V STREAMS AND FILES 08 Hours
What is covered in 2 Semester Syllabus (Semester Semester)?,"Streams classes, Stream Errors, Disk File I/O with streams, file pointers, error handling in file I/O with"
What is covered in 2 Semester Syllabus (Semester Semester)?,"member function, overloading the extraction and insertion operators, memory as a stream object, command"
What is covered in 2 Semester Syllabus (Semester Semester)?,"line arguments, printer output, Function templates, Class templates Exceptions, Containers, exception"
What is covered in 2 Semester Syllabus (Semester Semester)?,handling.
What is covered in 2 Semester Syllabus (Semester Semester)?,Text Books
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. E. Balaguruswami,” Object Oriented Programming in C++”,TMH."
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Robert Lafore, “Object Oriented Programming in C++”,Pearson."
What is covered in 2 Semester Syllabus (Semester Semester)?,Reference Books
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. M.T. Somashekare, D.S. Guru, “Object-Oriented Programming with C++”,PHI."
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Herbert Shildt, “The Complete Reference C++”, Tata McGraw Hill publication.Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Digital Logic & Design Subject Code: A000274(028)
What is covered in 2 Semester Syllabus (Semester Semester)?,Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)?,No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)?,ESE Duration: Three Hours Maximum Marks in ESE:100 Minimum Marks in ESE:35
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – I
What is covered in 2 Semester Syllabus (Semester Semester)?,"Boolean Algebra and DeMorgan’s Theorem, Logic Simplification SOP &POS forms, Canonical forms,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Karnaugh maps, Binary codes, Code Conversion."
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – II
What is covered in 2 Semester Syllabus (Semester Semester)?,"Combinational Logic Design: Half and Full Adders, Subtractors, Serial and Parallel Adders, BCD Adder,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Comparators, Multiplexers, De-multiplexers, Encoder, Decoder, Display, Barrel shifter and ALU."
What is covered in 2 Semester Syllabus (Semester Semester)?,"Concept of PLDs like PAL, PLA, CPLDs, FPGA etc. Logic implementation using Programmable Devices"
What is covered in 2 Semester Syllabus (Semester Semester)?,"(ROM, PLA)."
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – III
What is covered in 2 Semester Syllabus (Semester Semester)?,"Sequential Logic Design: Building blocks like S-R, JK and Master-Slave JK FF, Edge triggered FF, Ripple"
What is covered in 2 Semester Syllabus (Semester Semester)?,"and Synchronous counters, Shift registers, Finite state machines, Design of synchronous FSM, Algorithmic"
What is covered in 2 Semester Syllabus (Semester Semester)?,"State Machines charts. Designing synchronous circuits like Pulse train generator, Pseudo Random Binary"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Sequence generator, Clock generation."
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – IV
What is covered in 2 Semester Syllabus (Semester Semester)?,"Logic Families and Semiconductor Memories: TTL NAND gate, Specifications, Noise margin,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Propagation delay, fan-in, fan-out, Tristate TTL, ECL, CMOS families and their interfacing, Memory"
What is covered in 2 Semester Syllabus (Semester Semester)?,elements.
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT – V
What is covered in 2 Semester Syllabus (Semester Semester)?,"VLSI Design flow: Design entry: Schematic, FSM & HDL, different modeling styles in Verilog HDL, Data"
What is covered in 2 Semester Syllabus (Semester Semester)?,"types and objects, Dataflow, Behavioral and Structural Modeling, Synthesis and Simulation. Verilog"
What is covered in 2 Semester Syllabus (Semester Semester)?,constructs and codes for combinational and sequential circuits.
What is covered in 2 Semester Syllabus (Semester Semester)?,Text Books/ Reference Books:
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. M. Morris Mano, “Digital Design with Verilog HDL” Pearson Education."
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Stephan Brown, “Fundamentals of Digital Logic with Verilog Design”, Tata Mc Graw Hill."
What is covered in 2 Semester Syllabus (Semester Semester)?,"3. R.P. Jain, “Modern digital Electronics”, Tata McGraw Hill."
What is covered in 2 Semester Syllabus (Semester Semester)?,"4. Gothman, “Digital Electronics-An introduction to theory and practice”, Pearson Education"
What is covered in 2 Semester Syllabus (Semester Semester)?,"5. Douglas-Hall, “Digital Circuits and Systems”, Tata McGraw Hill"
What is covered in 2 Semester Syllabus (Semester Semester)?,"6. Samir Palnitkar, “Verilog HDL: A guide to Digital Design and Synthesis”, Suns of tPressChhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Python for Data Science Subject Code: A000275(022)
What is covered in 2 Semester Syllabus (Semester Semester)?,Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)?,No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)?,ESE Duration: Three Hours Maximum Marks in ESE:100 Minimum Marks in ESE:35
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT 1: INTRODUCTION TO DATA SCIENCE AND PYTHON PROGRAMMING
What is covered in 2 Semester Syllabus (Semester Semester)?,Introduction to Data Science - Why Python? - Essential Python libraries - Python Introduction-
What is covered in 2 Semester Syllabus (Semester Semester)?,"Features, Identifiers, Reserved words, Indentation, Comments, Built-in Data types and their Methods:"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Strings, List, Tuples, Dictionary, Set - Type Conversion- Operators."
What is covered in 2 Semester Syllabus (Semester Semester)?,Decision Making- Looping- Loop Control statement- Math and Random number functions. User
What is covered in 2 Semester Syllabus (Semester Semester)?,defined functions - function arguments & its types.
What is covered in 2 Semester Syllabus (Semester Semester)?,"UNIT 2: FILE, EXCEPTION HANDLING AND OOP"
What is covered in 2 Semester Syllabus (Semester Semester)?,"User defined Modules and Packages in Python- Files: File manipulations, File and Directory related"
What is covered in 2 Semester Syllabus (Semester Semester)?,methods- Python Exception Handling.
What is covered in 2 Semester Syllabus (Semester Semester)?,"OOPs Concepts -Class and Objects, Constructors – Data hiding- Data Abstraction- Inheritance."
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT 3: INTRODUCTION TO NUMPY
What is covered in 2 Semester Syllabus (Semester Semester)?,NumPy Basics: Arrays and Vectorized Computation- The Num Pynd array- Creating ndarrays- Data
What is covered in 2 Semester Syllabus (Semester Semester)?,Types fornd arrays- Arithmetic with Num Py Arrays- Basic Indexing and Slicing - Boolean Indexing-
What is covered in 2 Semester Syllabus (Semester Semester)?,Transposing Arrays and Swapping Axes.
What is covered in 2 Semester Syllabus (Semester Semester)?,Universal Functions: Fast Element-Wise Array Functions- Mathematical and Statistical Methods-
What is covered in 2 Semester Syllabus (Semester Semester)?,Sorting-Unique and Other Set Logic.
What is covered in 2 Semester Syllabus (Semester Semester)?,UNIT 4: DATA MANIPULATION WITH PANDAS
What is covered in 2 Semester Syllabus (Semester Semester)?,"Introduction to pandas Data Structures: Series, DataFrame, Essential Functionality: Dropping Entries-"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Indexing, Selection, and Filtering- Function Application and Mapping- Sorting and Ranking."
What is covered in 2 Semester Syllabus (Semester Semester)?,"Summarizing and Computing Descriptive Statistics- Unique Values, Value Counts, and Membership."
What is covered in 2 Semester Syllabus (Semester Semester)?,Reading and Writing Data in Text Format.
What is covered in 2 Semester Syllabus (Semester Semester)?,"UNIT 5: DATA CLEANING, PREPARATION AND VISUALIZATION"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Data Cleaning and Preparation: Handling Missing Data - Data Transformation: Removing Duplicates,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Transforming Data Using a Function or Mapping, Replacing Values, Detecting and Filtering Outliers-"
What is covered in 2 Semester Syllabus (Semester Semester)?,StringManipulation: Vectorized String Functions in pandas.
What is covered in 2 Semester Syllabus (Semester Semester)?,"Plotting with pandas: Line Plots, Bar Plots, Histograms and Density Plots, Scatter or Point Plots."
What is covered in 2 Semester Syllabus (Semester Semester)?,Text Books:
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. Y. Daniel Liang, “Introduction to Programming using Python”, Pearson, 2012."
What is covered in 2 Semester Syllabus (Semester Semester)?,"2.Wes McKinney, “Python for Data Analysis: Data Wrangling with Pandas, NumPy, and"
What is covered in 2 Semester Syllabus (Semester Semester)?,"IPython”,O’Reilly, 2nd Edition,2018."
What is covered in 2 Semester Syllabus (Semester Semester)?,"3.Jake VanderPlas, “Python Data Science Handbook: Essential Tools for Working with Data”,"
What is covered in 2 Semester Syllabus (Semester Semester)?,"O’Reilly,2017.4. Miller, Bradley, and David Ranum. Problem Solving with Algorithms and Data Structures Using"
What is covered in 2 Semester Syllabus (Semester Semester)?,"Python. 2nd ed. Franklin, Beedle & Associates, 2011. ISBN: 9781590282571."
What is covered in 2 Semester Syllabus (Semester Semester)?,Reference Books:
What is covered in 2 Semester Syllabus (Semester Semester)?,"1. Wesley J. Chun, “Core Python Programming”, Prentice Hall,2006."
What is covered in 2 Semester Syllabus (Semester Semester)?,"2. Mark Lutz, “Learning Python”, O’Reilly, 4th Edition, 2009."
What is covered in 2 Semester Syllabus (Semester Semester)?,E Books
What is covered in 2 Semester Syllabus (Semester Semester)?,1. https://www.programmer-books.com/introducing-data-science-pdf/
What is covered in 2 Semester Syllabus (Semester Semester)?,2. https://www.cs.uky.edu/~keen/115/Haltermanpythonbook.pdf
What is covered in 2 Semester Syllabus (Semester Semester)?,3. http://math.ecnu.edu.cn/~lfzhou/seminar/[Joel_Grus]_Data_Science_from_Scratch_First_Princ.pdf
What is covered in 2 Semester Syllabus (Semester Semester)?,MOOC
What is covered in 2 Semester Syllabus (Semester Semester)?,1. https://www.edx.org/course/python-basics-for-data-science
What is covered in 2 Semester Syllabus (Semester Semester)?,2. https://www.edx.org/course/analyzing-data-with-python
What is covered in 2 Semester Syllabus (Semester Semester)?,"3. https://www.coursera.org/learn/python-plotting?specialization=data-science-pythonChhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)?,Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)?,Subject: Entrepreneurship Subject Code: A000276(046)
What is covered in 2 Semester Syllabus (Semester Semester)?,Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)?,No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)?,ESE Duration: Three Hours Maximum Marks in ESE:40 Minimum Marks in ESE:14
What is covered in 2 Semester Syllabus (Semester Semester)?,Assessment Criteria: Individual and Group Assignments.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week I: Negotiation
What is covered in 2 Semester Syllabus (Semester Semester)?,"Fundamentals of principled negotiations, Three basic people problems, Objective Criteria for negotiations,"
What is covered in 2 Semester Syllabus (Semester Semester)?,Common obstacles in negotiation.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week II & III: Market Structures
What is covered in 2 Semester Syllabus (Semester Semester)?,"Rationale behind studying market structures, Economic definition of market, Determinants of market"
What is covered in 2 Semester Syllabus (Semester Semester)?,"structure, Economies of scale, Types of market structures."
What is covered in 2 Semester Syllabus (Semester Semester)?,Week IV: Market Segmentation
What is covered in 2 Semester Syllabus (Semester Semester)?,"Target Market, Benefits of market segmentation, Types of market segmentation, Market Segmentation"
What is covered in 2 Semester Syllabus (Semester Semester)?,Strategy Creation.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week V: Competitive Analysis
What is covered in 2 Semester Syllabus (Semester Semester)?,"Basics of Competitive Analysis, Kinds of competitors, Selection of competitors for analysis, Competitive"
What is covered in 2 Semester Syllabus (Semester Semester)?,analysis framework.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week VI & VII: Questionnaire Design Methods and Concerns
What is covered in 2 Semester Syllabus (Semester Semester)?,"Qualities of a good questionnaire, Preliminary decisions in questionnaire design, Measuring change over"
What is covered in 2 Semester Syllabus (Semester Semester)?,"time, Open- and closed-ended questions, Question wording, Question order, Pilot Tests and Focus Groups,"
What is covered in 2 Semester Syllabus (Semester Semester)?,Pretests.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week VIII: Seeking Criticism and Constructive Feedback
What is covered in 2 Semester Syllabus (Semester Semester)?,"Writing to venture capitalists, handling professional correspondence, Networking (offline and online),"
What is covered in 2 Semester Syllabus (Semester Semester)?,Participation in Business Plan Competitions to raise funding.
What is covered in 2 Semester Syllabus (Semester Semester)?,Week IX: Social Psychology and Entrepreneurship
What is covered in 2 Semester Syllabus (Semester Semester)?,"Human mind and decision making, Psychological Paradoxes, Human purchase behaviour and business,"
