Question,Answer
What is covered in Unit 5: SOFTWARE PROJECT MANAGEMENT?,"Project planning and estimation techniques: work breakdown structure (WBS), effort
estimation models, Agile project management frameworks: scrum, kanban, and extreme
programming (XP), Risk management and mitigation strategies in software projects,
Software documentation and knowledge management practices
Textbooks
1. Title: ""Software Engineering: A Practitioner's Approach"", Author: Roger S. Pressman,
Publisher: McGraw-Hill Education, Year: 2020.
2. Title: ""Clean Code: A Handbook of Agile Software Craftsmanship"", Author: Robert C.
Martin, Publisher: Prentice Hall, Year: 2008.
Reference Books
1. Title: ""Agile Software Development: Principles, Patterns, and Practices"", Author: Robert
C. Martin, Publisher: Prentice Hall, Year: 2002.
2. Title: ""Introduction to the Art of Programming Using Scala"", Author: Mark C. Lewis,
Publisher: CRC Press, Year: 2012.
3. Title: ""Continuous Delivery: Reliable Software Releases through Build, Test, and
Deployment Automation"", Authors: Jez Humble, David Farley, Publisher: Addison-
Wesley Professional, Year: 2010.Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: Big Data Analytics Lab Subject Code:
Maximum Marks in ESE: 40
LIST OF EXPERIMENTS -:
1. Data Exploration with Hadoop: Use Hadoop to explore large-scale datasets stored in the
Hadoop Distributed File System (HDFS), and performs basic operations such as listing
files, reading data, and calculating summary statistics.
2. Word Count with Map Reduce: Implement the classic Map Reduce word count algorithm
to count the frequency of words in a large text corpus stored in HDFS.
3. Data Analysis with Spark: Use Apache Spark to analyze large datasets by loading them
into Spark RDDs (Resilient Distributed Datasets) and performing operations such as
filtering, mapping, and aggregation.
4. Streaming Analytics with Kafka and Spark: Set up a data streaming pipeline using
Apache Kafka to ingest real-time data and process it using Apache Spark Streaming for
real-time analytics.
5. Data Visualization with Python and Matplotlib: Use Python and Matplotlib library to
visualize insights extracted from large datasets, such as plotting histograms, scatter plots,
or time series data.
6. Machine Learning Model Training with Spark MLlib: Train machine learning models on
large datasets using Spark's MLlib library, and evaluate model performance using
techniques such as cross-validation and model selection.
7. Graph Analytics with GraphX: Explore graph-structured data using Apache Spark's
GraphX library, and perform graph analytics tasks such as computing centrality measures
or detecting communities.
8. SQL Queries with Hive: Write and execute SQL queries using Apache Hive to analyze
structured data stored in HDFS, and perform operations such as filtering, joining, and
aggregating data.
9. Data Sampling and Stratification: Implement data sampling techniques to generate
representative subsets of large datasets, and stratify the data based on specific criteria for
balanced sampling.
10. Data Cleaning and Preprocessing with Pandas: Use the Pandas library in Python to clean
and preprocess large datasets, addressing issues such as missing values, outliers, and
inconsistent data.Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: Data Wrangling Lab Subject Code:
Maximum Marks in ESE: 40
LIST OF EXPERIMENTS -:
1. Handling Missing Values: Identify and fill missing values in a dataset using methods
such as mean imputation or forward/backward filling.
2. Data Filtering: Filter rows or columns based on specified criteria, such as removing
outliers or selecting data within a certain range.
3. Data Aggregation: Aggregate data by grouping rows based on a specific attribute and
computing summary statistics, such as mean, median, or count.
4. Data Concatenation: Concatenate multiple datasets along rows or columns to create a
unified dataset.
5. Data Reshaping: Reshape data by pivoting, stacking, or unstacking to convert between
wide and long formats.
6. Data Sampling: Randomly sample rows or columns from a dataset to create a smaller
subset for analysis.
7. Data Conversion: Convert data types of columns, such as converting categorical variables
to numerical or vice versa.
8. Text Data Processing: Clean and preprocess text data by removing punctuation,
stopwords, and performing tokenization.
9. Date-Time Processing: Extract date or time components from datetime columns and
perform operations such as calculating time differences or aggregating by time intervals.
10. Data Merging: Merge two or more datasets based on common keys or indices to combine
information from different sources.Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: Software Engineering Lab Subject Code:
Maximum Marks in ESE: 40
LIST OF EXPERIMENTS -:
1. Version Control with Git: Practice basic Git operations such as repository creation, file
addition, committing changes, and pushing to a remote repository.
2. Code Review Simulation: Conduct a simulated code review session where students
provide feedback on each other's code, focusing on readability, maintainability, and
adherence to coding standards.
3. Unit Testing with pytest: Write and execute unit tests for Python functions using the
pytest framework, covering different test cases and assertions.
4. Continuous Integration Setup: Set up a basic continuous integration (CI) pipeline using
tools like GitHub Actions or Travis CI to automatically build and test code changes on
every commit.
5. Code Refactoring Exercise: Identify and refactor code snippets to improve code quality,
readability, and performance, focusing on techniques such as extracting methods,
removing duplication, and improving naming conventions.
6. Agile Sprint Planning: Conduct a simulated sprint planning session following agile
principles, where students break down user stories into tasks, estimate their effort, and
allocate them for a sprint.
7. Pair Programming Activity: Pair up students to work on a programming task
collaboratively, taking turns as the driver and navigator, and switch roles periodically to
promote teamwork and knowledge sharing.
8. Code Documentation Practice: Write and document Python functions and classes using
docstrings and generate HTML documentation using tools like Sphinx or MkDocs.
9. Mocking and Dependency Injection: Practice mocking and dependency injection
techniques in Python using libraries like unittest.mock or dependency-injector to isolate
and test individual components of a software system.
10. Code Review Automation: Integrate a code quality analysis tool like CodeFactor or
Codacy with GitHub to automatically analyze code changes and provide feedback on
code style, complexity, and potential issues.Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: Technical Communication and Soft Skill Subject Code: ……………
Maximum Marks (TA): 20
1. Effective Communication in Data Science
Principles of effective technical communication. Written and verbal communication
skills. Presentation techniques for conveying data science concepts.
2. Teamwork and Collaboration
Importance of teamwork in data science projects. Collaboration tools and techniques.
Case Study: Team dynamics in a data science project team.
3. Problem-Solving Skills
Critical thinking and problem-solving strategies. Analytical skills for data analysis and
interpretation.
Case Study: Problem-solving approach in analyzing real-world datasets.
4. Time Management and Productivity
Time management techniques for project completion. Prioritization and task
management skills.
Case Study: Managing time effectively in data science project deadlines.
5. Professional Ethics and Integrity
Ethical considerations in data science research and analysis. Maintaining integrity and
professionalism in data handling.
Case Study: Ethical dilemmas in data collection and analysis processes.Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: Computer Vision (Professional Elective II) Subject Code: ……………
Total Theory Periods: 40 Total Tutorial Periods: 10
No. of Class tests to: 2 (Minimum) No. of Assignments to be submitted: One per Unit
ESE Duration: Three Hours, Maximum Marks in ESE: 100
Minimum Marks in ESE: 35
Course Objectives
1. To provide students with a comprehensive understanding of computer vision
fundamentals and techniques.
2. To enable students to apply computer vision algorithms to solve real-world problems in
various domains.
3. To familiarize students with state-of-the-art methodologies and advancements in
computer vision research.
4. To develop practical skills in image processing, feature extraction, object detection, and
recognition.
5. To encourage students to critically evaluate and analyze the ethical and societal
implications of computer vision applications.
Course Outcomes
1. Understand the principles and theoretical foundations of computer vision.
2. Apply various computer vision algorithms for tasks such as image classification, object
detection, and image segmentation.
3. Implement computer vision techniques using programming languages and frameworks
such as Python and Open CV.
4. Analyze and evaluate the performance of computer vision models using appropriate
metrics.
5. Demonstrate an understanding of ethical considerations and potential biases in computer
vision applications."
What is covered in Unit 1: INTRODUCTION TO COMPUTER VISION?,"Overview of computer vision concepts and applications. Image formation and
representation. Colour spaces and image enhancement techniques. Image filtering and
convolution operations."
What is covered in Unit 2: IMAGE PROCESSING AND FEATURE EXTRACTION?,"Image transformation and geometric operations. Image segmentation techniques (e.g.,
thresholding, edge detection). Feature extraction methods (e.g., corner detection, scale-
invariant feature transform).Unit 3: OBJECT DETECTION AND RECOGNITION
Introduction to object detection and localization.Popular object detection algorithms (e.g.,
Haar cascades, YOLO, SSD). Object recognition techniques using deep learning
approaches (e.g., Convolutional Neural Networks)."
What is covered in Unit 4: DEEP LEARNING FOR COMPUTER VISION?,"Fundamentals of deep learning and neural networks. Convolutional Neural Networks
(CNNs) architecture and applications in computer vision.
Transfer learning and fine-tuning pre-trained CNN models for specific tasks."
What is covered in Unit 5: ADVANCED TOPICS AND APPLICATIONS?,"Advanced topics in computer vision (e.g., image registration, motion analysis).
Applications of computer vision in fields such as healthcare, autonomous vehicles, and
surveillance. Ethical considerations and societal implications of computer vision
technologies.
TEXTBOOKS:
1. Title: ""Computer Vision: Algorithms and Applications"" Author: Richard Szeliski,
Publication Details: Springer, 2010
2. Title: ""Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools,
techniques, and algorithms for computer vision and machine learning"", Author: Joseph
Howse, Joe Minichino, Prateek Joshi, Publication Details: Packt Publishing, 2018
REFERENCE BOOKS:
1. Title: ""Computer Vision: A Modern Approach"", Author: David A. Forsyth, Jean Ponce,
Publication Details: Prentice Hall, 2002
2. Title: ""Deep Learning for Computer Vision"", Author: Rajalingappaa Shanmugamani,
Publication Details: Packt Publishing, 2018
3. Title: ""Python Deep Learning: Exploring deep learning techniques, neural network
architectures and GANs with PyTorch, Keras and TensorFlow"", Author: Ivan Vasilev,
Daniel Slater, Gianmario Spacagna, Peter Roelants, Valentino Zocca, Publication Details:
Packt Publishing, 2019Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: Multimedia System and Application Subject Code: ……………
(Professional Elective II)
Total Theory Periods: 40 Total Tutorial Periods: 10
No. of Class tests to: 2 (Minimum) No. of Assignments to be submitted: One per Unit
ESE Duration: Three Hours, Maximum Marks in ESE: 100
Minimum Marks in ESE: 35
Course Objectives
1. To introduce students to the fundamental concepts and principles of multimedia systems.
2. To provide an understanding of multimedia data representation, compression, and
transmission techniques.
3. To familiarize students with multimedia applications and their real-world
implementations.
4. To develop practical skills in designing and developing multimedia systems and
applications.
5. To encourage students to analyze and evaluate the performance of multimedia systems in
various contexts.
Course Outcomes
1. Understand the components and architecture of multimedia systems.
2. Apply multimedia data compression techniques to optimize storage and transmission.
3. Design and develop multimedia applications using appropriate tools and technologies.
4. Analyze and evaluate the performance of multimedia systems based on quality metrics
and user experience.
5. Demonstrate an understanding of ethical and legal considerations in multimedia content
creation and distribution."
What is covered in Unit 1: INTRODUCTION TO MULTIMEDIA SYSTEMS?,"Overview of multimedia concepts, components, and applications. Multimedia data types
and formats. Multimedia system architecture and components."
What is covered in Unit 2: MULTIMEDIA DATA REPRESENTATION AND COMPRESSION?,"Digital audio and video representation. Image and video compression techniques (e.g.,
JPEG, MPEG). Lossy and lossless compression algorithms."
What is covered in Unit 3: MULTIMEDIA COMMUNICATION AND STREAMING?,"Multimedia data transmission over networks. Streaming media protocols and
technologies. Quality of Service (QoS) considerations in multimedia communication."
What is covered in Unit 4: MULTIMEDIA APPLICATIONS AND DEVELOPMENT?,"Multimedia authoring tools and platforms. Design principles for interactive multimedia
applications. Case studies of multimedia applications in various domains.Unit 5: ETHICAL AND LEGAL ASPECTS OF MULTIMEDIA
Ethical considerations in multimedia content creation and distribution. Intellectual
property rights and copyright issues in multimedia. Regulatory frameworks and standards
for multimedia systems and applications.
TEXTBOOKS
1. Title: ""Multimedia Systems and Applications"", Author: Ralf Steinmetz, Klara Nahrstedt,
Publication Details: Springer, 2004.
2. Title: ""Multimedia: Computing, Communications & Applications"", Author: Ralf
Steinmetz, Klara Nahrstedt, Publication Details: Prentice Hall, 2010.
REFERENCE BOOKS
1. Title: ""Multimedia Systems"", Author: John F. Koegel Buford, J. Lennox, Publication
Details: Springer, 2014.
2. Title: ""Introduction to Multimedia Systems"", Author: Sugata Mitra, Publication Details:
Chapman and Hall/CRC, 2017
3. Title: ""Multimedia Systems: Algorithms, Standards, and Industry Practices"", Author:
Parag Havaldar, Gerard Medioni. Publication Details: Springer, 2014.Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: Image Processing (Professional Elective II) Subject Code: ……………
Total Theory Periods: 40 Total Tutorial Periods: 10
No. of Class tests to: 2 (Minimum) No. of Assignments to be submitted: One per Unit
ESE Duration: Three Hours, Maximum Marks in ESE: 100
Minimum Marks in ESE: 35
Course Objectives
1. To introduce students to the fundamental principles and techniques of digital image
processing.
2. To provide an understanding of various image enhancement and restoration methods.
3. To familiarize students with image segmentation and feature extraction techniques.
4. To develop practical skills in implementing image processing algorithms using
appropriate tools and programming languages.
5. To encourage students to analyze and evaluate the performance of image processing
algorithms in real-world applications.
Course Outcomes
1. Understand the theoretical foundations of digital image processing.
2. Apply various image enhancement techniques to improve image quality and visual
appearance.
3. Implement image restoration algorithms to remove noise and other artifacts from images.
4. Design and implement image segmentation algorithms for object detection and
recognition.
5. Analyze and evaluate the performance of image processing algorithms based on
quantitative metrics and visual inspection."
What is covered in Unit 1: INTRODUCTION TO DIGITAL IMAGE PROCESSING?,"Overview of digital image processing concepts and applications. Digital image
representation and characteristics.Image acquisition and preprocessing techniques."
What is covered in Unit 2: IMAGE ENHANCEMENT AND RESTORATION?,"Spatial domain enhancement techniques (e.g., histogram equalization, spatial filtering).
Frequency domain enhancement techniques (e.g., Fourier transform, filtering in
frequency domain). Image restoration techniques (e.g., image denoising, image
deblurring)."
What is covered in Unit 3: IMAGE SEGMENTATION AND FEATURE EXTRACTION?,"Thresholding and region-based segmentation methods. Edge detection algorithms (e.g.,
Sobel, Canny). Feature extraction techniques (e.g., corner detection, texture analysis).Unit 4: MORPHOLOGICAL IMAGE PROCESSING
Mathematical morphology operations (e.g., erosion, dilation, opening, closing).
Morphological image processing for noise removal and feature extraction. Applications
of morphological operations in image analysis."
What is covered in Unit 5: ADVANCED TOPICS IN IMAGE PROCESSING?,"Image compression techniques (e.g., JPEG, wavelet-based compression).Image
registration and fusion methods. Case studies and applications of image processing in
various domains (e.g., medical imaging, remote sensing).
TEXTBOOKS
1. Title: ""Digital Image Processing"", Author: Rafael C. Gonzalez, Richard E. Woods,
Publication Details: Pearson, 2017
2. Title: ""Digital Image Processing Using MATLAB"", Author: Rafael C. Gonzalez, Richard
E. Woods, Steven L. Eddins, Publication Details: Gatesmark Publishing, 2019
REFERENCE BOOKS
1. Title: ""Image Processing, Analysis, and Machine Vision"", Author: Milan Sonka, Vaclav
Hlavac, Roger Boyle, Publication Details: Cengage Learning, 2014.
2. Title: ""Principles of Digital Image Processing: Core Algorithms"", Author: Wilhelm
Burger, Mark J. Burge, Publication Details: Springer, 2009.
3. Title: ""Computer Vision: Algorithms and Applications"", Author: Richard Szeliski,
Publication Details: Springer, 2010.Chhattisgarh Swami Vivekananda Technical University, Bhilai
(C.G.)
Branch: B Tech Honours (Data Science) Semester - VII
Subject: High Performance Computing Subject Code: ……………
(Professional Elective II)
Total Theory Periods: 40 Total Tutorial Periods: 10
No. of Class tests to: 2 (Minimum) No. of Assignments to be submitted: One per Unit
ESE Duration: Three Hours, Maximum Marks in ESE: 100
Minimum Marks in ESE: 35
Course Objectives
1. To introduce students to the principles and techniques of high-performance computing
(HPC)
2. To provide an understanding of parallel computing architectures and programming
models.
3. To familiarize students with performance optimization techniques for HPC applications.
4. To develop practical skills in designing and implementing parallel algorithms for various
computational tasks.
5. To encourage students to analyze and evaluate the performance of HPC systems and
applications.
Course Outcomes
1. Understand the principles of parallel computing and its relevance to high-performance
computing.
2. Apply parallel programming models and techniques to solve computationally intensive
problems.
3. Design and implement parallel algorithms for tasks such as matrix multiplication, sorting,
and numerical simulations.
4. Optimize the performance of parallel applications using profiling, tuning, and scaling
techniques.
5. Evaluate the performance and scalability of HPC systems based on metrics such as
speedup, efficiency, and scalability."
What is covered in Unit 1: INTRODUCTION TO HIGH-PERFORMANCE COMPUTING?,"Overview of high-performance computing concepts, applications, and challenges.
Evolution of computing architectures and the need for parallelism. Introduction to
parallel computing models (e.g., SIMD, MIMD)."
What is covered in Unit 2: PARALLEL COMPUTING ARCHITECTURES?,"Classification of parallel computing architectures (e.g., shared-memory, distributed-
memory). Multi-core processors, GPUs, and accelerators for parallel computing.
Interconnection networks and communication overhead in parallel systems.Unit 3: PARALLEL PROGRAMMING MODELS
Introduction to parallel programming languages and libraries (e.g., MPI, OpenMP,
CUDA). Parallelization techniques for different computational tasks (e.g., data
parallelism, task parallelism). Hands-on exercises with parallel programming frameworks."
What is covered in Unit 4: PERFORMANCE OPTIMIZATION IN HPC?,"Profiling and performance analysis of parallel applications. Optimization techniques for
memory access, communication, and computation.
Scalability analysis and load balancing in parallel computing environments."
