Question,Answer
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),UNIT – IIIORDINARY DIFFERENTIAL EQUATIONS 08 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),"Review of first order differential equations, linear differential equations, homogeneous higher order"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),"linear differential equations, non- homogeneous higher order linear differential equations with constant"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),coefficients and reducible to differential equations with constant coefficients (method of undetermined
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"coefficients and method of variation of parameters), systems of differential equations, applications to"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),electrical circuits.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),UNIT – IVPARTIAL DIFFERENTIAL EQUATIONS 5 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),"Introduction to the partial differential equations, classification of second order PDE, method of"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"separation of variable, solution of one dimensional heat equation and wave equation."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),UNIT V LAPLACE TRANSFORMS 7 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),"Laplace transforms its properties, Unit step function, Dirac delta functions, Convolution theorem, Inverse"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Laplace transform and its properties, solving differential equations using Laplace transform."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Text Books
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"1. Introduction to Linear Algebra (2nd edition) by Serge Lang,Springer."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),"2. Advanced Engineering Mathematics (10th edition) by Erwin Kreyszig, Wiley easternLtd."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Reference Books
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"1. Schaum’s outlines of Linear Algebra (5th edition) by Seymour Lipschutz, Marc Lipson,"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"McGraw-Hill Education (India) Private Limited, New Delhi."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"2. Linear Algebra by Hoffmanand Kunze,(2nd edition) Prentice Hall Publication ,New Delhi."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"3. Differential Equations with Applications and Historical notes by George Simmons, Tata Mc-"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"Graw Hill publishing company Ltd, NewDelhi."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"4. Advanced Engineering Mathematics by C.R.Wylie, McGraw Hill Publications, NewDelhi."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),"5. Advanced Engineering Mathematics (7thedition) by Peter V.O’Neil, Thomson. Brooks/Cole,"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"Singapore.Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Subject: Data Structure Using C Subject Code: A000272(022)
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)? (General),No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)? (General),ESE Duration: Three Hours Maximum Marks in ESE:100 Minimum Marks in ESE:35
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Prerequisites:
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),1. C Programming
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Python for Data Science),2. Foundations of Computer Science
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Course Objectives :
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"1. To teach how to design a new user defined, efficient, data types array, stack, queue, list, tree,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"graph,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),etc. abstract data types and reusable code using object based design techniques.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Object-Oriented Programming),"2. To demonstrate good programming practices, coding standards, modular programming,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),procedural and object-based way of thinking.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),3. To emphasize the design aspects of a new data structure for solving any real life problems.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),4. To lay strong emphasis on time complexity analysis techniques and algorithm design
What is covered in 2 Semester Syllabus (Semester Semester)? (General),techniques.
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Course Outcomes :
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Student will be able to
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"1. Analyze data objects, data structures and related concepts."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),2. Implement problems using different data structures.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),3. Design and implement a database schema for a given problem-domain.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),4. Understand and implement trees and graphs.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"5. Do Programming in PL/SQL including stored procedures, stored functions, cursors and"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),packages.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),6. To appreciate the impact of analytics and big data on the information industry and the
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),external ecosystem for analytical and data services.
What is covered in 2 Semester Syllabus (Semester Semester)? (General),UNIT – I FUNDAMENTAL CONCEPTS 04 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Introduction to Data Structures: Data, Data Objects, Data Types ,Abstract Data Type (ADT) and data structures,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Concepts of static and dynamic, linear and nonlinear data structures. Introduction to Algorithms: Definition and"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Characteristics of an algorithm. Algorithm design tools – flowcharts and pseudo code, notations – algorithm"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"header, purpose, conditions and selection, loops, procedures and sub-algorithms."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Program development: Analysis, Design, Coding, Testing and Verification."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"UNIT – II LINEAR DATA STRUCTURES USING SEQUENTIAL ORGANIZATION, SEARCHING"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),AND SORTING 07 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Concept of sequential organization, arrays as ADT, Storage representation of array, Matrix operations using"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"arrays, String operations (Length, Concatenation, Copy, Palindrome, Reverse, Compare, Substring) without"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"using library functions, Searching: linear and binary search algorithms. Sorting: General concepts–Bubble"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"sort, Insertion sort, Selection sort, Heap sort, Merge sort, Quick sort.UNIT – III LISTS 08 Hours"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"List as ADT, Concept of linked organization of data against linked list. Singly linked list, doubly linked"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"list, circular linked list. Representation & manipulations of polynomials/sets using linked lists. Dynamic"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),memory management. Representation of sparse matrix. Addition and transpose of sparse matrix.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),UNIT – IV STACKS AND QUEUES 08 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Stack and queue as ADT. Operations on stack and queue. Implementations using arrays and dynamic memory
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"allocation. Application of stack for expression evaluation, expression conversion. Recursion and stacks"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),UNIT – V TREES AND GRAPHS 08 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Basic terminology. Binary trees and its representation. Binary tree traversals (recursive and non-recursive) and
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),various operations. Insertion and deletion of nodes in binary search tree. Representation of graphs using
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Python for Data Science),"adjacency matrix, adjacency list. Implementation of algorithms for traversals; implementing Kruskal's, Prim's"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),algorithms. Single source shortest paths using Dijkstra’s algorithm. Applications of graphs and trees.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),UNIT – VI ALGORITHM ANALYSIS AND ALGORITHM DESIGN STRATEGIES 08 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Algorithm Analysis: Time Complexity–Bigoh‘O’,Omega‘Ω’, Theta‘θ’,Best, Average and Worst case"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"analysis: binary search, quick sort, merge sort, insertion sort."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Algorithmic Strategies: Divide and Conquer (quick sort and Tower of Hanoi),Backtracking(n-queens"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"problem), greedy (job scheduling), dynamic programming, branch and bound."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Text Books
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"1. Y. Langsam, M. Augenstin and A. Tannenbaum, “Data Structures using C”, Pearson Education Asia,"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"First Edition, 2002, ISBN 978-81-317-0229-1."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Reference Books
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"1. E.Horowitz,S.Sahni,S.Anderson-freed,“FundamentalsofDataStructuresinC”,SecondEdition,"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"University Press, ISBN 978-81-7371-605-8"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"2. c, Prentice Hall of India, Second Edition, ISBN81-203-0596-5"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"3. Ellis Horowitz, S. Sahni, D. Mehta “Fundamentals of Data Structures in C++”, Galgotia Book"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"Source, New Delhi."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"4. Jean-Paul Tremblay, Paul. G. Soresan, “An introduction to data structures with Applications”, Tata"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"Mc- Graw Hill International Editions, 2nd edition 1984,ISBN-0-07-462471-7.Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Object-Oriented Programming),Subject: Object Oriented Programming Subject Code: A000273(022)
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)? (General),No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)? (General),ESE Duration: Three Hours Maximum Marks in ESE:100 Minimum Marks in ESE:35
What is covered in 2 Semester Syllabus (Semester Semester)? (General),UNIT – I INTRODUCTION 06 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Object-Oriented Programming),"Object oriented programming, Introduction, Application, characteristics, difference between object oriented"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"and procedure programming, Comparison of C and C++, Cout, Cin, Data Type, identifiers"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),UNIT – II OBJECT AND CLASSES 08 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Implementation of class and object in C++, access modifiers, object as data type, constructor, destructor,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Object-Oriented Programming),"Object as function arguments, default copy constructor, parameterized constructor, returning object from"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"function,Structuresandclasses,Classesobjectsandmemory,staticclassdata,Arraysofobject,Arraysasclass"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Member Data, the standard C++ String class, Run time and Compile time polymorphism."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),UNIT – III OPERATOR OVERLOADING AND INHERITANCE 08 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Overloading unary operators, overloading binary operators, data conversion, pitfalls of operators overloading,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Concept of inheritance, Derived class and base class, access modifiers, types of inheritance, Derived class"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"constructors, member function, public and private inheritance."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),UNIT – IV POINTER AND VIRTUAL FUNCTION 08 HOURS
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Addresses and pointers, the address-of operator & pointer and arrays, Pointer and Function pointer, Memory"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"management:NewandDelete,pointerstoobjects,debuggingpointers,VirtualFunction,friendfunction,Static"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"function, friend class, Assignment and copy initialization, this pointer, dynamic type information."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),UNIT – V STREAMS AND FILES 08 Hours
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Object-Oriented Programming),"Streams classes, Stream Errors, Disk File I/O with streams, file pointers, error handling in file I/O with"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"member function, overloading the extraction and insertion operators, memory as a stream object, command"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"line arguments, printer output, Function templates, Class templates Exceptions, Containers, exception"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),handling.
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Text Books
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"1. E. Balaguruswami,” Object Oriented Programming in C++”,TMH."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"2. Robert Lafore, “Object Oriented Programming in C++”,Pearson."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Reference Books
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"1. M.T. Somashekare, D.S. Guru, “Object-Oriented Programming with C++”,PHI."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"2. Herbert Shildt, “The Complete Reference C++”, Tata McGraw Hill publication.Chhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),Subject: Digital Logic & Design Subject Code: A000274(028)
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)? (General),No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)? (General),ESE Duration: Three Hours Maximum Marks in ESE:100 Minimum Marks in ESE:35
What is covered in 2 Semester Syllabus (Semester Semester)? (General),UNIT – I
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Boolean Algebra and DeMorgan’s Theorem, Logic Simplification SOP &POS forms, Canonical forms,"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"Karnaugh maps, Binary codes, Code Conversion."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Engineering Mathematics II),UNIT – II
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Combinational Logic Design: Half and Full Adders, Subtractors, Serial and Parallel Adders, BCD Adder,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Comparators, Multiplexers, De-multiplexers, Encoder, Decoder, Display, Barrel shifter and ALU."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Concept of PLDs like PAL, PLA, CPLDs, FPGA etc. Logic implementation using Programmable Devices"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"(ROM, PLA)."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),UNIT – III
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Sequential Logic Design: Building blocks like S-R, JK and Master-Slave JK FF, Edge triggered FF, Ripple"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"and Synchronous counters, Shift registers, Finite state machines, Design of synchronous FSM, Algorithmic"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"State Machines charts. Designing synchronous circuits like Pulse train generator, Pseudo Random Binary"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"Sequence generator, Clock generation."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),UNIT – IV
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Logic Families and Semiconductor Memories: TTL NAND gate, Specifications, Noise margin,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Propagation delay, fan-in, fan-out, Tristate TTL, ECL, CMOS families and their interfacing, Memory"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),elements.
What is covered in 2 Semester Syllabus (Semester Semester)? (General),UNIT – V
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"VLSI Design flow: Design entry: Schematic, FSM & HDL, different modeling styles in Verilog HDL, Data"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"types and objects, Dataflow, Behavioral and Structural Modeling, Synthesis and Simulation. Verilog"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),constructs and codes for combinational and sequential circuits.
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Text Books/ Reference Books:
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"1. M. Morris Mano, “Digital Design with Verilog HDL” Pearson Education."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"2. Stephan Brown, “Fundamentals of Digital Logic with Verilog Design”, Tata Mc Graw Hill."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"3. R.P. Jain, “Modern digital Electronics”, Tata McGraw Hill."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"4. Gothman, “Digital Electronics-An introduction to theory and practice”, Pearson Education"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"5. Douglas-Hall, “Digital Circuits and Systems”, Tata McGraw Hill"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"6. Samir Palnitkar, “Verilog HDL: A guide to Digital Design and Synthesis”, Suns of tPressChhattisgarh Swami Vivekananda Technical University, Bhilai"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Branch: B Tech Honours (Artificial Intelligence and Data Science) Semester: II
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Subject: Python for Data Science Subject Code: A000275(022)
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Total Theory Periods: 40 Total Tutorial Periods: 10
What is covered in 2 Semester Syllabus (Semester Semester)? (General),No. of Class tests to: 2(Minimum) No. of Assignments to be submitted: One per Unit
What is covered in 2 Semester Syllabus (Semester Semester)? (General),ESE Duration: Three Hours Maximum Marks in ESE:100 Minimum Marks in ESE:35
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),UNIT 1: INTRODUCTION TO DATA SCIENCE AND PYTHON PROGRAMMING
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Introduction to Data Science - Why Python? - Essential Python libraries - Python Introduction-
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Features, Identifiers, Reserved words, Indentation, Comments, Built-in Data types and their Methods:"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"Strings, List, Tuples, Dictionary, Set - Type Conversion- Operators."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),Decision Making- Looping- Loop Control statement- Math and Random number functions. User
What is covered in 2 Semester Syllabus (Semester Semester)? (General),defined functions - function arguments & its types.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"UNIT 2: FILE, EXCEPTION HANDLING AND OOP"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"User defined Modules and Packages in Python- Files: File manipulations, File and Directory related"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Python for Data Science),methods- Python Exception Handling.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"OOPs Concepts -Class and Objects, Constructors – Data hiding- Data Abstraction- Inheritance."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Python for Data Science),UNIT 3: INTRODUCTION TO NUMPY
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),NumPy Basics: Arrays and Vectorized Computation- The Num Pynd array- Creating ndarrays- Data
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Types fornd arrays- Arithmetic with Num Py Arrays- Basic Indexing and Slicing - Boolean Indexing-
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Transposing Arrays and Swapping Axes.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),Universal Functions: Fast Element-Wise Array Functions- Mathematical and Statistical Methods-
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Sorting-Unique and Other Set Logic.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),UNIT 4: DATA MANIPULATION WITH PANDAS
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Introduction to pandas Data Structures: Series, DataFrame, Essential Functionality: Dropping Entries-"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Indexing, Selection, and Filtering- Function Application and Mapping- Sorting and Ranking."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Summarizing and Computing Descriptive Statistics- Unique Values, Value Counts, and Membership."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),Reading and Writing Data in Text Format.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"UNIT 5: DATA CLEANING, PREPARATION AND VISUALIZATION"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Data Cleaning and Preparation: Handling Missing Data - Data Transformation: Removing Duplicates,"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"Transforming Data Using a Function or Mapping, Replacing Values, Detecting and Filtering Outliers-"
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Python for Data Science),StringManipulation: Vectorized String Functions in pandas.
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Digital Logic and Design),"Plotting with pandas: Line Plots, Bar Plots, Histograms and Density Plots, Scatter or Point Plots."
What is covered in 2 Semester Syllabus (Semester Semester)? (General),Text Books:
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"1. Y. Daniel Liang, “Introduction to Programming using Python”, Pearson, 2012."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"2.Wes McKinney, “Python for Data Analysis: Data Wrangling with Pandas, NumPy, and"
What is covered in 2 Semester Syllabus (Semester Semester)? (General),"IPython”,O’Reilly, 2nd Edition,2018."
What is covered in 2 Semester Syllabus (Semester Semester)? (Related to: Data Structure Using C),"3.Jake VanderPlas, “Python Data Science Handbook: Essential Tools for Working with Data”,"
